#,Name,difficulty,link,number,class
1496A,"Split it! brute force,  constructive algorithms,  greedy,  strings",900.0,https://codeforces.com/problemset/problem/1496/A,1496,A
1495F,"Squares constructive algorithms,  data structures,  dp,  graphs,  trees",3300.0,https://codeforces.com/problemset/problem/1495/F,1495,F
1495E,"Qingshan and Daniel brute force,  data structures,  greedy,  implementation",3200.0,https://codeforces.com/problemset/problem/1495/E,1495,E
1495D,"BFS Trees combinatorics,  dfs and similar,  graphs,  math,  shortest paths,  trees",2600.0,https://codeforces.com/problemset/problem/1495/D,1495,D
1495C,"Garden of the Sun constructive algorithms,  graphs",2300.0,https://codeforces.com/problemset/problem/1495/C,1495,C
1495B,"Let's Go Hiking games,  greedy",1900.0,https://codeforces.com/problemset/problem/1495/B,1495,B
1495A,"Diamond Miner geometry,  greedy,  math,  sortings",1200.0,https://codeforces.com/problemset/problem/1495/A,1495,A
1494F,"Delete The Edges brute force,  constructive algorithms,  dfs and similar,  graphs,  implementation",2900.0,https://codeforces.com/problemset/problem/1494/F,1494,F
1494E,"A-Z Graph constructive algorithms,  data structures,  graphs,  hashing",2400.0,https://codeforces.com/problemset/problem/1494/E,1494,E
1494D,"Dogeforces constructive algorithms,  data structures,  dfs and similar,  divide and conquer,  dsu,  greedy,  sortings,  trees",2300.0,https://codeforces.com/problemset/problem/1494/D,1494,D
1494C,"1D Sokoban binary search,  dp,  greedy,  implementation,  two pointers",1900.0,https://codeforces.com/problemset/problem/1494/C,1494,C
1494B,"Berland Crossword bitmasks,  brute force,  greedy,  implementation",1400.0,https://codeforces.com/problemset/problem/1494/B,1494,B
1494A,"ABC String bitmasks,  brute force,  implementation",900.0,https://codeforces.com/problemset/problem/1494/A,1494,A
1493F,"Enchanted Matrix bitmasks,  interactive,  number theory",2600.0,https://codeforces.com/problemset/problem/1493/F,1493,F
1493E,"Enormous XOR bitmasks,  constructive algorithms,  greedy,  math,  strings,  two pointers",2600.0,https://codeforces.com/problemset/problem/1493/E,1493,E
1493D,"GCD of an Array brute force,  data structures,  hashing,  implementation,  math,  number theory,  sortings,  two pointers",2100.0,https://codeforces.com/problemset/problem/1493/D,1493,D
1493C,"K-beautiful Strings binary search,  brute force,  constructive algorithms,  greedy,  strings",2000.0,https://codeforces.com/problemset/problem/1493/C,1493,C
1493B,"Planet Lapituletti brute force,  implementation",1300.0,https://codeforces.com/problemset/problem/1493/B,1493,B
1493A,"Anti-knapsack constructive algorithms,  greedy",800.0,https://codeforces.com/problemset/problem/1493/A,1493,A
1492E,"Almost Fault-Tolerant Database brute force,  constructive algorithms,  dfs and similar,  greedy,  implementation",2500.0,https://codeforces.com/problemset/problem/1492/E,1492,E
1492D,"Genius's Gambit bitmasks,  constructive algorithms,  greedy,  math",1900.0,https://codeforces.com/problemset/problem/1492/D,1492,D
1492C,"Maximum width binary search,  data structures,  dp,  greedy,  two pointers",1500.0,https://codeforces.com/problemset/problem/1492/C,1492,C
1492B,"Card Deck data structures,  greedy,  math",1100.0,https://codeforces.com/problemset/problem/1492/B,1492,B
1492A,Three swimmers math,800.0,https://codeforces.com/problemset/problem/1492/A,1492,A
1491I,"Ruler Of The Zoo brute force,  data structures",3500.0,https://codeforces.com/problemset/problem/1491/I,1491,I
1491H,"Yuezheng Ling and Dynamic Tree data structures,  trees",3400.0,https://codeforces.com/problemset/problem/1491/H,1491,H
1491G,"Switch and Flip constructive algorithms,  graphs,  math",2800.0,https://codeforces.com/problemset/problem/1491/G,1491,G
1491F,"Magnets binary search,  constructive algorithms,  interactive",2700.0,https://codeforces.com/problemset/problem/1491/F,1491,F
1491E,"Fib-tree brute force,  dfs and similar,  divide and conquer,  number theory,  trees",2400.0,https://codeforces.com/problemset/problem/1491/E,1491,E
1491D,"Zookeeper and The Infinite Zoo bitmasks,  constructive algorithms,  dp,  greedy,  math",1800.0,https://codeforces.com/problemset/problem/1491/D,1491,D
1491C,"Pekora and Trampoline brute force,  data structures,  dp,  greedy,  implementation",1700.0,https://codeforces.com/problemset/problem/1491/C,1491,C
1491B,"Minimal Cost brute force,  math",1200.0,https://codeforces.com/problemset/problem/1491/B,1491,B
1491A,"K-th Largest Value brute force,  greedy,  implementation",800.0,https://codeforces.com/problemset/problem/1491/A,1491,A
1490G,"Old Floppy Drive binary search,  data structures,  math",1900.0,https://codeforces.com/problemset/problem/1490/G,1490,G
1490F,"Equalize the Array binary search,  data structures,  greedy,  math,  sortings",1500.0,https://codeforces.com/problemset/problem/1490/F,1490,F
1490E,"Accidental Victory binary search,  data structures,  greedy",1400.0,https://codeforces.com/problemset/problem/1490/E,1490,E
1490D,"Permutation Transformation dfs and similar,  divide and conquer,  implementation",1200.0,https://codeforces.com/problemset/problem/1490/D,1490,D
1490C,"Sum of Cubes binary search,  brute force,  brute force,  math",1100.0,https://codeforces.com/problemset/problem/1490/C,1490,C
1490B,"Balanced Remainders brute force,  constructive algorithms,  math",1000.0,https://codeforces.com/problemset/problem/1490/B,1490,B
1490A,"Dense Array greedy,  math",800.0,https://codeforces.com/problemset/problem/1490/A,1490,A
1488J,"Flower Shop *special problem,  data structures,  fft,  math",3100.0,https://codeforces.com/problemset/problem/1488/J,1488,J
1488I,"Demonic Invasion *special problem,  flows",3100.0,https://codeforces.com/problemset/problem/1488/I,1488,I
1488H,"Build From Suffixes *special problem,  combinatorics,  data structures",2800.0,https://codeforces.com/problemset/problem/1488/H,1488,H
1488G,"Painting Numbers *special problem,  data structures,  greedy,  number theory",2500.0,https://codeforces.com/problemset/problem/1488/G,1488,G
1488F,"Dogecoin *special problem,  *special problem,  binary search,  data structures",2300.0,https://codeforces.com/problemset/problem/1488/F,1488,F
1488E,"Palindromic Doubles *special problem,  data structures,  dp",2200.0,https://codeforces.com/problemset/problem/1488/E,1488,E
1488D,"Problemsolving Marathon *special problem,  binary search,  greedy",1900.0,https://codeforces.com/problemset/problem/1488/D,1488,D
1488C,"Two Policemen *special problem,  binary search,  brute force,  math",1900.0,https://codeforces.com/problemset/problem/1488/C,1488,C
1488B,"RBS Deletion *special problem,  greedy",1800.0,https://codeforces.com/problemset/problem/1488/B,1488,B
1488A,"From Zero To Y *special problem,  math",900.0,https://codeforces.com/problemset/problem/1488/A,1488,A
1487G,"String Counting combinatorics,  dp,  fft,  math",2700.0,https://codeforces.com/problemset/problem/1487/G,1487,G
1487F,"Ones dp,  greedy,  shortest paths",2900.0,https://codeforces.com/problemset/problem/1487/F,1487,F
1487E,"Cheap Dinner brute force,  data structures,  graphs,  greedy,  implementation,  sortings,  two pointers",2000.0,https://codeforces.com/problemset/problem/1487/E,1487,E
1487D,"Pythagorean Triples binary search,  brute force,  math,  number theory",1500.0,https://codeforces.com/problemset/problem/1487/D,1487,D
1487C,"Minimum Ties brute force,  constructive algorithms,  dfs and similar,  graphs,  greedy,  implementation,  math",1500.0,https://codeforces.com/problemset/problem/1487/C,1487,C
1487B,"Cat Cycle math,  number theory",1200.0,https://codeforces.com/problemset/problem/1487/B,1487,B
1487A,"Arena implementation,  sortings",800.0,https://codeforces.com/problemset/problem/1487/A,1487,A
1486F,"Pairs of Paths combinatorics,  data structures,  dfs and similar,  dp,  trees",2600.0,https://codeforces.com/problemset/problem/1486/F,1486,F
1486E,"Paired Payment binary search,  brute force,  constructive algorithms,  dp,  flows,  graphs,  shortest paths",2200.0,https://codeforces.com/problemset/problem/1486/E,1486,E
1486D,"Max Median binary search,  data structures,  dp",2100.0,https://codeforces.com/problemset/problem/1486/D,1486,D
1486C2,"Guessing the Greatest (hard version) binary search,  interactive",1900.0,https://codeforces.com/problemset/problem/1486/C2,1486,C2
1486C1,"Guessing the Greatest (easy version) binary search,  interactive",1600.0,https://codeforces.com/problemset/problem/1486/C1,1486,C1
1486B,"Eastern Exhibition binary search,  geometry,  shortest paths,  sortings",1500.0,https://codeforces.com/problemset/problem/1486/B,1486,B
1486A,"Shifting Stacks greedy,  implementation",900.0,https://codeforces.com/problemset/problem/1486/A,1486,A
1485F,"Copy or Prefix Sum combinatorics,  data structures,  dp,  sortings",2400.0,https://codeforces.com/problemset/problem/1485/F,1485,F
1485E,"Move and Swap dfs and similar,  dp,  greedy,  trees",2500.0,https://codeforces.com/problemset/problem/1485/E,1485,E
1485D,"Multiples and Power Differences constructive algorithms,  graphs,  math,  number theory",2200.0,https://codeforces.com/problemset/problem/1485/D,1485,D
1485C,"Floor and Mod binary search,  brute force,  math,  number theory",1700.0,https://codeforces.com/problemset/problem/1485/C,1485,C
1485B,"Replace and Keep Sorted dp,  implementation,  math",1200.0,https://codeforces.com/problemset/problem/1485/B,1485,B
1485A,"Add and Divide brute force,  greedy,  math,  number theory",1000.0,https://codeforces.com/problemset/problem/1485/A,1485,A
1482H,"Exam data structures,  string suffix structures,  trees",3400.0,https://codeforces.com/problemset/problem/1482/H,1482,H
1482G,"Vabank binary search,  interactive",3200.0,https://codeforces.com/problemset/problem/1482/G,1482,G
1482F,"Useful Edges graphs,  shortest paths",2400.0,https://codeforces.com/problemset/problem/1482/F,1482,F
1482E,"Skyline Photo data structures,  divide and conquer,  dp",2100.0,https://codeforces.com/problemset/problem/1482/E,1482,E
1482D,"Playlist data structures,  dsu,  implementation,  shortest paths",1900.0,https://codeforces.com/problemset/problem/1482/D,1482,D
1482C,"Basic Diplomacy brute force,  constructive algorithms,  greedy,  implementation",1600.0,https://codeforces.com/problemset/problem/1482/C,1482,C
1482B,"Restore Modulo implementation,  math",1500.0,https://codeforces.com/problemset/problem/1482/B,1482,B
1482A,Prison Break math,800.0,https://codeforces.com/problemset/problem/1482/A,1482,A
1481F,"AB Tree dp,  greedy,  trees",3100.0,https://codeforces.com/problemset/problem/1481/F,1481,F
1481E,"Sorting Books data structures,  dp,  greedy",2500.0,https://codeforces.com/problemset/problem/1481/E,1481,E
1481D,"AB Graph brute force,  constructive algorithms,  graphs,  greedy,  implementation",2000.0,https://codeforces.com/problemset/problem/1481/D,1481,D
1481C,"Fence Painting brute force,  constructive algorithms,  greedy",1600.0,https://codeforces.com/problemset/problem/1481/C,1481,C
1481B,"New Colony brute force,  greedy,  implementation",1100.0,https://codeforces.com/problemset/problem/1481/B,1481,B
1481A,"Space Navigation greedy,  strings",800.0,https://codeforces.com/problemset/problem/1481/A,1481,A
1480B,"The Great Hero greedy,  implementation,  sortings",900.0,https://codeforces.com/problemset/problem/1480/B,1480,B
1480A,"Yet Another String Game games,  greedy,  strings",800.0,https://codeforces.com/problemset/problem/1480/A,1480,A
1479E,"School Clubs dp,  fft,  math,  number theory,  probabilities",3500.0,https://codeforces.com/problemset/problem/1479/E,1479,E
1479D,"Odd Mineral Resource binary search,  bitmasks,  brute force,  data structures,  probabilities,  trees",2900.0,https://codeforces.com/problemset/problem/1479/D,1479,D
1479C,"Continuous City bitmasks,  constructive algorithms",2500.0,https://codeforces.com/problemset/problem/1479/C,1479,C
1479B2,"Painting the Array II constructive algorithms,  data structures,  dp,  greedy,  implementation",2100.0,https://codeforces.com/problemset/problem/1479/B2,1479,B2
1479B1,"Painting the Array I constructive algorithms,  data structures,  dp,  greedy,  implementation",1900.0,https://codeforces.com/problemset/problem/1479/B1,1479,B1
1479A,"Searching Local Minimum binary search,  interactive,  ternary search",1700.0,https://codeforces.com/problemset/problem/1479/A,1479,A
1478C,"Nezzar and Symmetric Array implementation,  math,  sortings",1700.0,https://codeforces.com/problemset/problem/1478/C,1478,C
1478B,"Nezzar and Lucky Number brute force,  dp,  greedy,  math",1100.0,https://codeforces.com/problemset/problem/1478/B,1478,B
1478A,"Nezzar and Colorful Balls brute force,  greedy",800.0,https://codeforces.com/problemset/problem/1478/A,1478,A
1477F,"Nezzar and Chocolate Bars combinatorics,  fft,  math,  probabilities",3500.0,https://codeforces.com/problemset/problem/1477/F,1477,F
1477E,"Nezzar and Tournaments data structures,  greedy",3300.0,https://codeforces.com/problemset/problem/1477/E,1477,E
1477D,"Nezzar and Hidden Permutations constructive algorithms,  dfs and similar,  graphs",2800.0,https://codeforces.com/problemset/problem/1477/D,1477,D
1477C,"Nezzar and Nice Beatmap constructive algorithms,  geometry,  greedy,  math,  sortings",2200.0,https://codeforces.com/problemset/problem/1477/C,1477,C
1477B,"Nezzar and Binary String data structures,  greedy",1900.0,https://codeforces.com/problemset/problem/1477/B,1477,B
1477A,"Nezzar and Board constructive algorithms,  math,  number theory",1800.0,https://codeforces.com/problemset/problem/1477/A,1477,A
1476G,"Minimum Difference data structures,  hashing,  sortings,  two pointers",3100.0,https://codeforces.com/problemset/problem/1476/G,1476,G
1476F,"Lanterns binary search,  data structures,  dp",3000.0,https://codeforces.com/problemset/problem/1476/F,1476,F
1476E,"Pattern Matching bitmasks,  data structures,  dfs and similar,  graphs,  hashing,  sortings,  strings",2300.0,https://codeforces.com/problemset/problem/1476/E,1476,E
1476D,"Journey dfs and similar,  dp,  dsu,  implementation",1700.0,https://codeforces.com/problemset/problem/1476/D,1476,D
1476C,"Longest Simple Cycle dp,  graphs,  greedy",1600.0,https://codeforces.com/problemset/problem/1476/C,1476,C
1476B,"Inflation binary search,  brute force,  greedy,  math",1300.0,https://codeforces.com/problemset/problem/1476/B,1476,B
1476A,"K-divisible Sum binary search,  constructive algorithms,  greedy,  math",1000.0,https://codeforces.com/problemset/problem/1476/A,1476,A
1475G,"Strange Beauty dp,  math,  number theory,  sortings",1900.0,https://codeforces.com/problemset/problem/1475/G,1475,G
1475F,"Unusual Matrix 2-sat,  brute force,  constructive algorithms",1900.0,https://codeforces.com/problemset/problem/1475/F,1475,F
